[2026-06-04 23:08:21] Order #1 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #37 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #37 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #37 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #37 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #37 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #37 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #37 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #37 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #37 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #37 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #37 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #37 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #37 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #37 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #37 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #38 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #38 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #38 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #38 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #38 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #38 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #38 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #38 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #38 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #38 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #39 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #39 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #39 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #39 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #39 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #39 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #39 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #39 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #39 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #39 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #40 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #40 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #40 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #40 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #40 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #40 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #40 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #40 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #40 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #40 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3500.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3500.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3500.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3500.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3500.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3500.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3500.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3500.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3500.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3500.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3500.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #41 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3950.00 SEK
[2026-06-04 23:08:21] Order #42 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #42 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #42 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #42 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #42 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #42 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #42 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #42 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #42 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #42 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #42 | State: CREATED | Customer: Andreas Wissel | Description: Service #1 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #43 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #43 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #43 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #43 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #43 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #43 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #43 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #43 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #43 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #43 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #43 | State: CREATED | Customer: Andreas Wissel | Description: Service #2 | Total: 1000.00 SEK
[2026-06-04 23:08:21] Order #44 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #44 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #44 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #44 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #44 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #44 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #44 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #44 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #44 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #44 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #44 | State: CREATED | Customer: Andreas Wissel | Description: Service #3 | Total: 900.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 0.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3150.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3150.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3150.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3150.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3150.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3150.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3150.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3150.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3150.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3150.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3150.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3150.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: CREATED | Customer: Tousif Dewan | Description: Battery will not charge | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: READY_FOR_APPROVAL | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3555.00 SEK
[2026-06-04 23:08:21] Order #45 | State: ACCEPTED | Customer: Tousif Dewan | Description: Replace battery pack and repair loose charger port | Total: 3555.00 SEK
